Description,TL_X,TL_Y,BR_X,BR_Y
Rect,7.58593055556,-5.341375,7.66926388889,-5.42470833333,41:19
Rect,7.16926388889,-4.841375,7.25259722222,-4.92470833333,35:14
Rect,7.00259722222,-4.00804166667,7.08593055556,-4.091375,25:12
Rect,7.58593055556,-4.841375,7.66926388889,-4.92470833333,35:19
Rect,7.00259722222,-4.17470833333,7.08593055556,-4.25804166667,27:12
Rect,7.00259722222,-4.75804166667,7.08593055556,-4.841375,34:12
Rect,7.00259722222,-4.92470833333,7.08593055556,-5.00804166667,36:12
Rect,7.00259722222,-5.00804166667,7.08593055556,-5.091375,37:12
Rect,7.00259722222,-4.25804166667,7.08593055556,-4.341375,28:12
Rect,7.16926388889,-5.341375,7.25259722222,-5.42470833333,41:14
Rect,7.75259722222,-6.09138888889,7.83593055556,-6.17472222222,50:21
Rect,7.00259722222,-5.25804166667,7.08593055556,-5.341375,40:12
Rect,7.16926388889,-5.591375,7.25259722222,-5.67470833333,44:14
Rect,7.00259722222,-4.42470833333,7.08593055556,-4.50804166667,30:12
Rect,7.00259722222,-5.50804166667,7.08593055556,-5.591375,43:12
Rect,7.00259722222,-4.50804166667,7.08593055556,-4.591375,31:12
Rect,7.58593055556,-5.591375,7.66926388889,-5.67470833333,44:19
Rect,8.41926388889,-3.591375,8.50259722222,-3.67470833333,20:29
Rect,8.66926388889,-3.591375,8.75259722222,-3.67470833333,20:32
Rect,8.16926388889,-3.591375,8.25259722222,-3.67470833333,20:26
Rect,9.41926388889,-3.591375,9.50259722222,-3.67470833333,20:41
Rect,9.16926388889,-3.591375,9.25259722222,-3.67470833333,20:38
Rect,8.91926388889,-3.591375,9.00259722222,-3.67470833333,20:35
Rect,9.66926388889,-3.591375,9.75259722222,-3.67470833333,20:44
Rect,9.58593055556,-3.591375,9.66926388889,-3.67470833333,20:43
Rect,6.75259722222,-3.591375,6.83593055556,-3.67470833333,20:9
Rect,7.91926388889,-3.591375,8.00259722222,-3.67470833333,20:23
Rect,8.33593055556,-3.591375,8.41926388889,-3.67470833333,20:28
Rect,8.08593055556,-3.591375,8.16926388889,-3.67470833333,20:25
Rect,8.83593055556,-3.591375,8.91926388889,-3.67470833333,20:34
Rect,9.08593055556,-3.591375,9.16926388889,-3.67470833333,20:37
Rect,9.33593055556,-3.591375,9.41926388889,-3.67470833333,20:40
Rect,8.58593055556,-3.591375,8.66926388889,-3.67470833333,20:31
Rect,7.91926388889,-1.92470833333,8.00259722222,-2.00804166667,0:23
Rect,6.75259722222,-1.92470833333,6.83593055556,-2.00804166667,0:9
Rect,9.08593055556,-1.92470833333,9.16926388889,-2.00804166667,0:37
Rect,9.58593055556,-1.92470833333,9.66926388889,-2.00804166667,0:43
Rect,9.66926388889,-1.92470833333,9.75259722222,-2.00804166667,0:44
Rect,8.83593055556,-1.92470833333,8.91926388889,-2.00804166667,0:34
Rect,8.66926388889,-1.92470833333,8.75259722222,-2.00804166667,0:32
Rect,8.58593055556,-1.92470833333,8.66926388889,-2.00804166667,0:31
Rect,8.91926388889,-1.92470833333,9.00259722222,-2.00804166667,0:35
Rect,9.16926388889,-1.92470833333,9.25259722222,-2.00804166667,0:38
Rect,7.58593055556,-3.591375,7.66926388889,-3.67470833333,20:19
Rect,8.08593055556,-1.92470833333,8.16926388889,-2.00804166667,0:25
Rect,8.16926388889,-1.92470833333,8.25259722222,-2.00804166667,0:26
Rect,8.33593055556,-1.92470833333,8.41926388889,-2.00804166667,0:28
Rect,9.33593055556,-1.92470833333,9.41926388889,-2.00804166667,0:40
Rect,9.41926388889,-1.92470833333,9.50259722222,-2.00804166667,0:41
Rect,8.41926388889,-1.92470833333,8.50259722222,-2.00804166667,0:29
Rect,7.16926388889,-3.591375,7.25259722222,-3.67470833333,20:14
Rect,9.41926388889,-2.341375,9.50259722222,-2.42470833333,5:41
Rect,9.16926388889,-2.341375,9.25259722222,-2.42470833333,5:38
Rect,8.41926388889,-4.341375,8.50259722222,-4.42470833333,29:29
Rect,8.16926388889,-3.091375,8.25259722222,-3.17470833333,14:26
Rect,9.16926388889,-4.341375,9.25259722222,-4.42470833333,29:38
Rect,8.41926388889,-2.841375,8.50259722222,-2.92470833333,11:29
Rect,8.16926388889,-4.341375,8.25259722222,-4.42470833333,29:26
Rect,8.16926388889,-2.42470833333,8.25259722222,-2.50804166667,6:26
Rect,8.91926388889,-4.341375,9.00259722222,-4.42470833333,29:35
Rect,9.41926388889,-4.341375,9.50259722222,-4.42470833333,29:41
Rect,8.66926388889,-4.341375,8.75259722222,-4.42470833333,29:32
Rect,9.66926388889,-4.341375,9.75259722222,-4.42470833333,29:44
Rect,9.16926388889,-2.42470833333,9.25259722222,-2.50804166667,6:38
Rect,9.66926388889,-2.341375,9.75259722222,-2.42470833333,5:44
Rect,9.66926388889,-2.42470833333,9.75259722222,-2.50804166667,6:44
Rect,9.41926388889,-2.42470833333,9.50259722222,-2.50804166667,6:41
Rect,8.66926388889,-2.42470833333,8.75259722222,-2.50804166667,6:32
Rect,8.41926388889,-2.42470833333,8.50259722222,-2.50804166667,6:29
Rect,8.16926388889,-2.841375,8.25259722222,-2.92470833333,11:26
Rect,8.91926388889,-2.42470833333,9.00259722222,-2.50804166667,6:35
Rect,9.41926388889,-2.591375,9.50259722222,-2.67470833333,8:41
Rect,9.66926388889,-3.841375,9.75259722222,-3.92470833333,23:44
Rect,9.16926388889,-3.841375,9.25259722222,-3.92470833333,23:38
Rect,9.41926388889,-3.841375,9.50259722222,-3.92470833333,23:41
Rect,9.16926388889,-2.841375,9.25259722222,-2.92470833333,11:38
Rect,8.16926388889,-2.67470833333,8.25259722222,-2.75804166667,9:26
Rect,9.66926388889,-2.591375,9.75259722222,-2.67470833333,8:44
Rect,9.41926388889,-2.841375,9.50259722222,-2.92470833333,11:41
Rect,8.91926388889,-3.841375,9.00259722222,-3.92470833333,23:35
Rect,8.16926388889,-3.841375,8.25259722222,-3.92470833333,23:26
Rect,8.41926388889,-2.591375,8.50259722222,-2.67470833333,8:29
Rect,9.66926388889,-2.841375,9.75259722222,-2.92470833333,11:44
Rect,8.16926388889,-2.591375,8.25259722222,-2.67470833333,8:26
Rect,8.41926388889,-3.841375,8.50259722222,-3.92470833333,23:29
Rect,8.66926388889,-3.841375,8.75259722222,-3.92470833333,23:32
Rect,8.91926388889,-2.591375,9.00259722222,-2.67470833333,8:35
Rect,9.16926388889,-2.591375,9.25259722222,-2.67470833333,8:38
Rect,8.41926388889,-2.67470833333,8.50259722222,-2.75804166667,9:29
Rect,9.66926388889,-3.091375,9.75259722222,-3.17470833333,14:44
Rect,9.41926388889,-3.091375,9.50259722222,-3.17470833333,14:41
Rect,8.41926388889,-3.341375,8.50259722222,-3.42470833333,17:29
Rect,8.16926388889,-3.341375,8.25259722222,-3.42470833333,17:26
Rect,8.41926388889,-3.091375,8.50259722222,-3.17470833333,14:29
Rect,8.91926388889,-2.841375,9.00259722222,-2.92470833333,11:35
Rect,9.16926388889,-3.091375,9.25259722222,-3.17470833333,14:38
Rect,8.91926388889,-3.091375,9.00259722222,-3.17470833333,14:35
Rect,8.66926388889,-3.341375,8.75259722222,-3.42470833333,17:32
Rect,9.41926388889,-2.67470833333,9.50259722222,-2.75804166667,9:41
Rect,9.66926388889,-2.67470833333,9.75259722222,-2.75804166667,9:44
Rect,8.91926388889,-2.67470833333,9.00259722222,-2.75804166667,9:35
Rect,9.16926388889,-2.67470833333,9.25259722222,-2.75804166667,9:38
Rect,9.16926388889,-3.341375,9.25259722222,-3.42470833333,17:38
Rect,8.91926388889,-3.341375,9.00259722222,-3.42470833333,17:35
Rect,9.66926388889,-3.341375,9.75259722222,-3.42470833333,17:44
Rect,9.41926388889,-3.341375,9.50259722222,-3.42470833333,17:41
Rect,8.91926388889,-5.92472222222,9.00259722222,-6.00805555556,48:35
Rect,8.66926388889,-2.17470833333,8.75259722222,-2.25804166667,3:32
Rect,8.16926388889,-6.42472222222,8.25259722222,-6.50805555556,54:26
Rect,9.41926388889,-4.591375,9.50259722222,-4.67470833333,32:41
Rect,9.66926388889,-4.591375,9.75259722222,-4.67470833333,32:44
Rect,9.41926388889,-5.92472222222,9.50259722222,-6.00805555556,48:41
Rect,9.16926388889,-5.92472222222,9.25259722222,-6.00805555556,48:38
Rect,8.91926388889,-2.17470833333,9.00259722222,-2.25804166667,3:35
Rect,9.16926388889,-4.591375,9.25259722222,-4.67470833333,32:38
Rect,9.16926388889,-6.42472222222,9.25259722222,-6.50805555556,54:38
Rect,8.91926388889,-4.591375,9.00259722222,-4.67470833333,32:35
Rect,9.41926388889,-6.42472222222,9.50259722222,-6.50805555556,54:41
Rect,8.41926388889,-6.42472222222,8.50259722222,-6.50805555556,54:29
Rect,8.41926388889,-2.17470833333,8.50259722222,-2.25804166667,3:29
Rect,8.66926388889,-5.92472222222,8.75259722222,-6.00805555556,48:32
Rect,8.66926388889,-6.42472222222,8.75259722222,-6.50805555556,54:32
Rect,9.66926388889,-6.17472222222,9.75259722222,-6.25805555556,51:44
Rect,8.91926388889,-5.091375,9.00259722222,-5.17470833333,38:35
Rect,9.66926388889,-5.091375,9.75259722222,-5.17470833333,38:44
Rect,8.66926388889,-5.091375,8.75259722222,-5.17470833333,38:32
Rect,9.66926388889,-2.17470833333,9.75259722222,-2.25804166667,3:44
Rect,9.41926388889,-5.091375,9.50259722222,-5.17470833333,38:41
Rect,8.66926388889,-6.17472222222,8.75259722222,-6.25805555556,51:32
Rect,9.16926388889,-5.091375,9.25259722222,-5.17470833333,38:38
Rect,8.91926388889,-6.17472222222,9.00259722222,-6.25805555556,51:35
Rect,9.16926388889,-2.17470833333,9.25259722222,-2.25804166667,3:38
Rect,8.16926388889,-6.17472222222,8.25259722222,-6.25805555556,51:26
Rect,9.66926388889,-5.92472222222,9.75259722222,-6.00805555556,48:44
Rect,9.41926388889,-6.17472222222,9.50259722222,-6.25805555556,51:41
Rect,9.16926388889,-6.17472222222,9.25259722222,-6.25805555556,51:38
Rect,8.41926388889,-5.091375,8.50259722222,-5.17470833333,38:29
Rect,9.41926388889,-2.17470833333,9.50259722222,-2.25804166667,3:41
Rect,8.16926388889,-5.091375,8.25259722222,-5.17470833333,38:26
Rect,8.16926388889,-2.17470833333,8.25259722222,-2.25804166667,3:26
Rect,9.66926388889,-2.091375,9.75259722222,-2.17470833333,2:44
Rect,8.16926388889,-2.341375,8.25259722222,-2.42470833333,5:26
Rect,8.41926388889,-2.341375,8.50259722222,-2.42470833333,5:29
Rect,9.41926388889,-6.92472222222,9.50259722222,-7.00805555556,60:41
Rect,8.41926388889,-4.591375,8.50259722222,-4.67470833333,32:29
Rect,8.16926388889,-2.091375,8.25259722222,-2.17470833333,2:26
Rect,8.16926388889,-4.591375,8.25259722222,-4.67470833333,32:26
Rect,9.16926388889,-2.091375,9.25259722222,-2.17470833333,2:38
Rect,8.91926388889,-2.091375,9.00259722222,-2.17470833333,2:35
Rect,8.91926388889,-2.341375,9.00259722222,-2.42470833333,5:35
Rect,8.66926388889,-2.341375,8.75259722222,-2.42470833333,5:32
Rect,8.66926388889,-2.091375,8.75259722222,-2.17470833333,2:32
Rect,9.41926388889,-2.091375,9.50259722222,-2.17470833333,2:41
Rect,8.41926388889,-2.091375,8.50259722222,-2.17470833333,2:29
Rect,8.16926388889,-5.92472222222,8.25259722222,-6.00805555556,48:26
Rect,9.66926388889,-6.42472222222,9.75259722222,-6.50805555556,54:44
Rect,8.66926388889,-4.591375,8.75259722222,-4.67470833333,32:32
Rect,6.75259722222,-2.091375,6.83593055556,-2.17470833333,2:9
Rect,8.08593055556,-5.92472222222,8.16926388889,-6.00805555556,48:25
Rect,8.58593055556,-2.091375,8.66926388889,-2.17470833333,2:31
Rect,7.91926388889,-5.92472222222,8.00259722222,-6.00805555556,48:23
Rect,8.58593055556,-2.591375,8.66926388889,-2.67470833333,8:31
Rect,8.83593055556,-2.091375,8.91926388889,-2.17470833333,2:34
Rect,8.08593055556,-2.591375,8.16926388889,-2.67470833333,8:25
Rect,8.33593055556,-5.92472222222,8.41926388889,-6.00805555556,48:28
Rect,8.58593055556,-6.17472222222,8.66926388889,-6.25805555556,51:31
Rect,8.33593055556,-2.591375,8.41926388889,-2.67470833333,8:28
Rect,8.58593055556,-5.92472222222,8.66926388889,-6.00805555556,48:31
Rect,9.08593055556,-2.591375,9.16926388889,-2.67470833333,8:37
Rect,7.91926388889,-2.091375,8.00259722222,-2.17470833333,2:23
Rect,8.33593055556,-2.091375,8.41926388889,-2.17470833333,2:28
Rect,6.75259722222,-2.67470833333,6.83593055556,-2.75804166667,9:9
Rect,8.83593055556,-5.92472222222,8.91926388889,-6.00805555556,48:34
Rect,9.08593055556,-5.92472222222,9.16926388889,-6.00805555556,48:37
Rect,8.08593055556,-2.091375,8.16926388889,-2.17470833333,2:25
Rect,8.83593055556,-2.591375,8.91926388889,-2.67470833333,8:34
Rect,7.91926388889,-4.591375,8.00259722222,-4.67470833333,32:23
Rect,8.08593055556,-6.17472222222,8.16926388889,-6.25805555556,51:25
Rect,9.58593055556,-5.92472222222,9.66926388889,-6.00805555556,48:43
Rect,9.33593055556,-5.92472222222,9.41926388889,-6.00805555556,48:40
Rect,9.33593055556,-2.591375,9.41926388889,-2.67470833333,8:40
Rect,9.58593055556,-2.591375,9.66926388889,-2.67470833333,8:43
Rect,6.75259722222,-3.091375,6.83593055556,-3.17470833333,14:9
Rect,7.91926388889,-3.091375,8.00259722222,-3.17470833333,14:23
Rect,9.58593055556,-6.92472222222,9.66926388889,-7.00805555556,60:43
Rect,6.75259722222,-2.841375,6.83593055556,-2.92470833333,11:9
Rect,6.75259722222,-7.17472222222,6.83593055556,-7.25805555556,63:9
Rect,8.08593055556,-3.091375,8.16926388889,-3.17470833333,14:25
Rect,9.08593055556,-3.091375,9.16926388889,-3.17470833333,14:37
Rect,9.33593055556,-3.091375,9.41926388889,-3.17470833333,14:40
Rect,8.83593055556,-3.091375,8.91926388889,-3.17470833333,14:34
Rect,8.33593055556,-3.091375,8.41926388889,-3.17470833333,14:28
Rect,8.58593055556,-3.091375,8.66926388889,-3.17470833333,14:31
Rect,7.16926388889,-1.92470833333,7.25259722222,-2.00804166667,0:14
Rect,8.83593055556,-2.841375,8.91926388889,-2.92470833333,11:34
Rect,7.91926388889,-2.841375,8.00259722222,-2.92470833333,11:23
Rect,8.08593055556,-2.841375,8.16926388889,-2.92470833333,11:25
Rect,8.33593055556,-2.841375,8.41926388889,-2.92470833333,11:28
Rect,8.58593055556,-2.841375,8.66926388889,-2.92470833333,11:31
Rect,9.08593055556,-2.841375,9.16926388889,-2.92470833333,11:37
Rect,6.75259722222,-7.67472222222,6.83593055556,-7.75805555556,69:9
Rect,6.75259722222,-7.50805555556,6.83593055556,-7.59138888889,67:9
Rect,9.58593055556,-2.841375,9.66926388889,-2.92470833333,11:43
Rect,9.33593055556,-2.841375,9.41926388889,-2.92470833333,11:40
Rect,6.75259722222,-7.75805555556,6.83593055556,-7.84138888889,70:9
Rect,9.58593055556,-6.42472222222,9.66926388889,-6.50805555556,54:43
Rect,9.08593055556,-2.67470833333,9.16926388889,-2.75804166667,9:37
Rect,9.33593055556,-6.17472222222,9.41926388889,-6.25805555556,51:40
Rect,9.58593055556,-6.17472222222,9.66926388889,-6.25805555556,51:43
Rect,9.58593055556,-2.67470833333,9.66926388889,-2.75804166667,9:43
Rect,9.33593055556,-2.67470833333,9.41926388889,-2.75804166667,9:40
Rect,8.83593055556,-2.67470833333,8.91926388889,-2.75804166667,9:34
Rect,8.08593055556,-2.67470833333,8.16926388889,-2.75804166667,9:25
Rect,7.91926388889,-2.67470833333,8.00259722222,-2.75804166667,9:23
Rect,9.08593055556,-6.17472222222,9.16926388889,-6.25805555556,51:37
Rect,8.58593055556,-2.67470833333,8.66926388889,-2.75804166667,9:31
Rect,8.33593055556,-2.67470833333,8.41926388889,-2.75804166667,9:28
Rect,9.58593055556,-3.341375,9.66926388889,-3.42470833333,17:43
Rect,6.75259722222,-3.341375,6.83593055556,-3.42470833333,17:9
Rect,7.91926388889,-3.341375,8.00259722222,-3.42470833333,17:23
Rect,9.08593055556,-6.42472222222,9.16926388889,-6.50805555556,54:37
Rect,9.58593055556,-3.091375,9.66926388889,-3.17470833333,14:43
Rect,9.33593055556,-6.42472222222,9.41926388889,-6.50805555556,54:40
Rect,8.08593055556,-3.341375,8.16926388889,-3.42470833333,17:25
