Description,TL_X,TL_Y,BR_X,BR_Y
Rect,9.385375,-3.81527777778,9.46870833333,-4.14861111111
Rect,8.13844444444,-4.23313888889,8.22177777778,-4.56647222222
Rect,7.89,-1.89930555556,7.97333333333,-2.23263888889
Rect,8.47101388889,-4.31819444444,8.55434722222,-4.65152777778
Rect,8.72101388889,-2.73194444444,8.80434722222,-3.06527777778
Rect,6.47795833333,-2.06819444444,6.56129166667,-2.40152777778
Rect,9.71715277778,-4.73604166667,9.80048611111,-5.069375
Rect,6.89308333333,-2.15201388889,6.97641666667,-2.48534722222
Rect,9.71715277778,-2.48604166667,9.80048611111,-2.819375
Rect,8.38844444444,-4.73604166667,8.47177777778,-5.069375
Rect,7.22565277778,-1.89930555556,7.30898611111,-2.23263888889
Rect,7.22565277778,-2.64930555556,7.30898611111,-2.98263888889
Rect,8.47101388889,-2.06819444444,8.55434722222,-2.40152777778
Rect,8.88613888889,-2.15201388889,8.96947222222,-2.48534722222
Rect,8.72101388889,-3.81527777778,8.80434722222,-4.14861111111
Rect,6.39538888889,-2.48604166667,6.47872222222,-2.819375
Rect,8.63768055556,-4.89856944444,8.72101388889,-5.23190277778
Rect,6.97641666667,-2.48608333333,7.05975,-2.81941666667
Rect,8.63768055556,-2.64856944444,8.72101388889,-2.98190277778
Rect,6.89308333333,-4.40201388889,6.97641666667,-4.73534722222
Rect,6.89308333333,-3.65201388889,6.97641666667,-3.98534722222
Rect,7.97472222222,-8.14583333333,8.05805555556,-8.47916666667
Rect,9.88305555556,-1.89930555556,9.96638888889,-2.23263888889
Rect,9.88305555556,-2.64930555556,9.96638888889,-2.98263888889
Rect,6.39538888889,-4.73604166667,6.47872222222,-5.069375
Rect,7.22565277778,-4.14930555556,7.30898611111,-4.48263888889
Rect,8.38844444444,-2.48604166667,8.47177777778,-2.819375
Rect,8.88613888889,-3.65201388889,8.96947222222,-3.98534722222
Rect,8.88613888889,-4.40201388889,8.96947222222,-4.73534722222
Rect,9.88305555556,-4.89930555556,9.96638888889,-5.23263888889
Rect,9.88305555556,-4.14930555556,9.96638888889,-4.48263888889
Rect,8.96947222222,-2.48608333333,9.05280555556,-2.81941666667
Rect,7.22565277778,-4.89930555556,7.30898611111,-5.23263888889
Rect,9.55048611111,-4.40201388889,9.63381944444,-4.73534722222
Rect,7.30898611111,-4.89856944444,7.39231944444,-5.23190277778
Rect,7.30898611111,-2.64856944444,7.39231944444,-2.98190277778
Rect,8.22177777778,-3.31868055556,8.30511111111,-3.65201388889
Rect,6.89308333333,-3.31868055556,6.97641666667,-3.65201388889
Rect,9.55048611111,-3.31868055556,9.63381944444,-3.65201388889
Rect,8.88613888889,-3.31868055556,8.96947222222,-3.65201388889
Rect,7.55743055556,-3.31868055556,7.64076388889,-3.65201388889
Rect,8.22177777778,-5.90201388889,8.30511111111,-6.23534722222
Rect,8.47101388889,-5.81819444444,8.55434722222,-6.15152777778
Rect,9.135375,-5.81819444444,9.21870833333,-6.15152777778
Rect,9.55048611111,-5.90201388889,9.63381944444,-6.23534722222
Rect,8.88613888889,-5.90201388889,8.96947222222,-6.23534722222
Rect,9.46715277778,-6.48313888889,9.55048611111,-6.81647222222
Rect,8.96947222222,-6.23608333333,9.05280555556,-6.56941666667
Rect,7.47409722222,-6.48313888889,7.55743055556,-6.81647222222
Rect,8.13844444444,-6.48313888889,8.22177777778,-6.81647222222
Rect,9.88305555556,-6.39930555556,9.96638888889,-6.73263888889
Rect,8.88613888889,-6.65201388889,8.96947222222,-6.98534722222
Rect,9.96638888889,-6.81523611111,10.0497222222,-7.14856944444
Rect,8.96947222222,-3.98608333333,9.05280555556,-4.31941666667
Rect,9.135375,-5.48486111111,9.21870833333,-5.81819444444
Rect,9.96638888889,-4.56523611111,10.0497222222,-4.89856944444
Rect,8.72101388889,-4.98194444444,8.80434722222,-5.31527777778
Rect,8.72101388889,-5.73194444444,8.80434722222,-6.06527777778
Rect,9.135375,-3.56819444444,9.21870833333,-3.90152777778
Rect,6.644625,-2.31523611111,6.72795833333,-2.64856944444
Rect,8.63768055556,-4.56523611111,8.72101388889,-4.89856944444
Rect,9.96638888889,-3.81523611111,10.0497222222,-4.14856944444
Rect,8.96947222222,-1.73608333333,9.05280555556,-2.06941666667
Rect,8.38844444444,-5.819375,8.47177777778,-6.15270833333
Rect,8.63768055556,-2.31523611111,8.72101388889,-2.64856944444
Rect,8.96947222222,-4.73608333333,9.05280555556,-5.06941666667
Rect,8.22177777778,-5.56868055556,8.30511111111,-5.90201388889
Rect,9.135375,-3.23486111111,9.21870833333,-3.56819444444
Rect,8.88613888889,-5.56868055556,8.96947222222,-5.90201388889
Rect,8.47101388889,-3.56819444444,8.55434722222,-3.90152777778
Rect,6.47795833333,-3.56819444444,6.56129166667,-3.90152777778
Rect,8.38844444444,-5.069375,8.47177777778,-5.40270833333
Rect,8.47101388889,-5.48486111111,8.55434722222,-5.81819444444
Rect,6.47795833333,-3.23486111111,6.56129166667,-3.56819444444
Rect,8.47101388889,-3.23486111111,8.55434722222,-3.56819444444
Rect,8.38844444444,-3.569375,8.47177777778,-3.90270833333
Rect,8.38844444444,-2.819375,8.47177777778,-3.15270833333
Rect,8.05666666667,-5.73194444444,8.14,-6.06527777778
Rect,6.39538888889,-3.569375,6.47872222222,-3.90270833333
Rect,8.05666666667,-4.98194444444,8.14,-5.31527777778
Rect,6.39538888889,-2.819375,6.47872222222,-3.15270833333
Rect,9.385375,-4.98194444444,9.46870833333,-5.31527777778
Rect,9.385375,-5.73194444444,9.46870833333,-6.06527777778
Rect,9.96638888889,-2.31523611111,10.0497222222,-2.64856944444
Rect,7.30898611111,-3.81523611111,7.39231944444,-4.14856944444
Rect,7.55743055556,-5.56868055556,7.64076388889,-5.90201388889
Rect,6.644625,-3.81523611111,6.72795833333,-4.14856944444
Rect,7.80666666667,-3.23486111111,7.89,-3.56819444444
Rect,9.30204166667,-3.81523611111,9.385375,-4.14856944444
Rect,7.72409722222,-3.569375,7.80743055556,-3.90270833333
Rect,7.72409722222,-5.069375,7.80743055556,-5.40270833333
Rect,7.72409722222,-2.819375,7.80743055556,-3.15270833333
Rect,7.30898611111,-4.56523611111,7.39231944444,-4.89856944444
Rect,9.88305555556,-5.23263888889,9.96638888889,-5.56597222222
Rect,9.71715277778,-3.569375,9.80048611111,-3.90270833333
Rect,6.97641666667,-4.73608333333,7.05975,-5.06941666667
Rect,6.97641666667,-1.73608333333,7.05975,-2.06941666667
Rect,6.97641666667,-3.98608333333,7.05975,-4.31941666667
Rect,9.71715277778,-2.819375,9.80048611111,-3.15270833333
Rect,9.88305555556,-2.98263888889,9.96638888889,-3.31597222222
Rect,7.30898611111,-2.31523611111,7.39231944444,-2.64856944444
Rect,7.22565277778,-2.98263888889,7.30898611111,-3.31597222222
Rect,9.71715277778,-5.819375,9.80048611111,-6.15270833333
Rect,9.71715277778,-5.069375,9.80048611111,-5.40270833333
Rect,9.30204166667,-4.56523611111,9.385375,-4.89856944444
Rect,7.89,-2.98263888889,7.97333333333,-3.31597222222
Rect,9.30204166667,-6.06523611111,9.385375,-6.39856944444
Rect,8.63768055556,-3.81523611111,8.72101388889,-4.14856944444
Rect,9.30204166667,-2.31523611111,9.385375,-2.64856944444
Rect,9.96638888889,-6.06523611111,10.0497222222,-6.39856944444
Rect,7.80666666667,-5.48486111111,7.89,-5.81819444444
Rect,7.80666666667,-3.56819444444,7.89,-3.90152777778
Rect,7.89,-5.23263888889,7.97333333333,-5.56597222222
Rect,6.97641666667,-3.65275,7.05975,-3.98608333333
Rect,8.96947222222,-3.65275,9.05280555556,-3.98608333333
Rect,8.96947222222,-5.90275,9.05280555556,-6.23608333333
Rect,9.79972222222,-2.98486111111,9.88305555556,-3.23486111111
Rect,7.14231944444,-2.98486111111,7.22565277778,-3.23486111111
Rect,9.05280555556,-6.319375,9.13613888889,-6.569375
Rect,8.80280555556,-6.06647222222,8.88613888889,-6.31647222222
Rect,9.63381944444,-6.56941666667,9.71715277778,-6.81941666667
Rect,7.14231944444,-7.48486111111,7.22565277778,-7.73486111111
Rect,8.80280555556,-3.81647222222,8.88613888889,-4.06647222222
Rect,7.14231944444,-7.73277777778,7.22565277778,-7.98277777778
Rect,6.80975,-4.73313888889,6.89308333333,-4.98313888889
Rect,8.80280555556,-4.73313888889,8.88613888889,-4.98313888889
Rect,10.0497222222,-2.31527777778,10.1330555556,-2.56527777778
Rect,8.80280555556,-3.39980555556,8.88613888889,-3.64980555556
Rect,6.80975,-3.39980555556,6.89308333333,-3.64980555556
Rect,9.63381944444,-5.65275,9.71715277778,-5.90275
Rect,6.56129166667,-3.31597222222,6.644625,-3.56597222222
Rect,9.63381944444,-5.23608333333,9.71715277778,-5.48608333333
Rect,7.14231944444,-4.81819444444,7.22565277778,-5.06819444444
Rect,9.21870833333,-3.31597222222,9.30204166667,-3.56597222222
Rect,6.80975,-3.81647222222,6.89308333333,-4.06647222222
Rect,7.14231944444,-2.56819444444,7.22565277778,-2.81819444444
Rect,9.63381944444,-4.31941666667,9.71715277778,-4.56941666667
Rect,6.56129166667,-4.64930555556,6.644625,-4.89930555556
Rect,9.79972222222,-6.15152777778,9.88305555556,-6.40152777778
Rect,8.55434722222,-4.64930555556,8.63768055556,-4.89930555556
Rect,8.55434722222,-3.31597222222,8.63768055556,-3.56597222222
Rect,9.13777777778,-8.06180555556,9.22111111111,-8.31180555556
Rect,10.0497222222,-5.48194444444,10.1330555556,-5.73194444444
Rect,6.56129166667,-3.73263888889,6.644625,-3.98263888889
Rect,9.79972222222,-5.23486111111,9.88305555556,-5.48486111111
Rect,9.79972222222,-2.56819444444,9.88305555556,-2.81819444444
Rect,8.55434722222,-3.73263888889,8.63768055556,-3.98263888889
Rect,9.79972222222,-4.81819444444,9.88305555556,-5.06819444444
Rect,8.80280555556,-5.64980555556,8.88613888889,-5.89980555556
Rect,7.97333333333,-2.06523611111,8.05666666667,-2.31523611111
Rect,10.0497222222,-6.39861111111,10.1330555556,-6.64861111111
Rect,7.05975,-4.069375,7.14308333333,-4.319375
Rect,9.21870833333,-2.39930555556,9.30204166667,-2.64930555556
Rect,7.05975,-2.23604166667,7.14308333333,-2.48604166667
Rect,9.21870833333,-5.56597222222,9.30204166667,-5.81597222222
Rect,7.05975,-1.819375,7.14308333333,-2.069375
Rect,8.55434722222,-2.39930555556,8.63768055556,-2.64930555556
Rect,8.80280555556,-2.48313888889,8.88613888889,-2.73313888889
Rect,7.39231944444,-3.23194444444,7.47565277778,-3.48194444444
Rect,7.39231944444,-1.89861111111,7.47565277778,-2.14861111111
Rect,9.05280555556,-4.48604166667,9.13613888889,-4.73604166667
Rect,7.39231944444,-2.31527777778,7.47565277778,-2.56527777778
Rect,7.64076388889,-5.65275,7.72409722222,-5.90275
Rect,8.30511111111,-2.06941666667,8.38844444444,-2.31941666667
Rect,10.0497222222,-4.23194444444,10.1330555556,-4.48194444444
Rect,9.05280555556,-4.069375,9.13613888889,-4.319375
Rect,7.97333333333,-2.98190277778,8.05666666667,-3.23190277778
Rect,9.05280555556,-2.23604166667,9.13613888889,-2.48604166667
Rect,7.64076388889,-2.06941666667,7.72409722222,-2.31941666667
Rect,9.05280555556,-5.40270833333,9.13613888889,-5.65270833333
Rect,7.39231944444,-5.48194444444,7.47565277778,-5.73194444444
Rect,6.56129166667,-2.39930555556,6.644625,-2.64930555556
Rect,9.05280555556,-1.819375,9.13613888889,-2.069375
Rect,7.39231944444,-4.56527777778,7.47565277778,-4.81527777778
Rect,8.30511111111,-4.31941666667,8.38844444444,-4.56941666667
Rect,8.30511111111,-5.23608333333,8.38844444444,-5.48608333333
Rect,7.97333333333,-4.31523611111,8.05666666667,-4.56523611111
Rect,8.30511111111,-5.65275,8.38844444444,-5.90275
Rect,9.63381944444,-2.06941666667,9.71715277778,-2.31941666667
Rect,7.39231944444,-4.14861111111,7.47565277778,-4.39861111111
Rect,7.97333333333,-5.23190277778,8.05666666667,-5.48190277778
Rect,7.97333333333,-3.39856944444,8.05666666667,-3.64856944444
Rect,9.21870833333,-3.73263888889,9.30204166667,-3.98263888889
Rect,9.21870833333,-4.64930555556,9.30204166667,-4.89930555556
Rect,7.64076388889,-4.31941666667,7.72409722222,-4.56941666667
Rect,6.80975,-2.48313888889,6.89308333333,-2.73313888889
Rect,7.64076388889,-5.23608333333,7.72409722222,-5.48608333333
Rect,10.0497222222,-3.23194444444,10.1330555556,-3.48194444444
Rect,10.0497222222,-1.89861111111,10.1330555556,-2.14861111111
Rect,7.97333333333,-5.64856944444,8.05666666667,-5.89856944444
Rect,7.64076388889,-2.98608333333,7.72409722222,-3.23608333333
Rect,9.63381944444,-2.98608333333,9.71715277778,-3.23608333333
Rect,9.63381944444,-3.40275,9.71715277778,-3.65275
Rect,8.30511111111,-3.40275,8.38844444444,-3.65275
Rect,7.05975,-3.15270833333,7.14308333333,-3.40270833333
Rect,8.30511111111,-2.98608333333,8.38844444444,-3.23608333333
Rect,9.05280555556,-6.73604166667,9.13613888889,-6.98604166667
Rect,8.55434722222,-5.98263888889,8.63768055556,-6.23263888889
Rect,9.21870833333,-5.98263888889,9.30204166667,-6.23263888889
Rect,9.79972222222,-3.90152777778,9.88305555556,-4.15152777778
Rect,7.14231944444,-3.90152777778,7.22565277778,-4.15152777778
Rect,7.80666666667,-2.98486111111,7.89,-3.23486111111
Rect,8.47101388889,-2.98486111111,8.55434722222,-3.23486111111
Rect,7.55743055556,-3.98534722222,7.64076388889,-4.23534722222
Rect,6.89308333333,-3.98534722222,6.97641666667,-4.23534722222
Rect,6.47795833333,-2.98486111111,6.56129166667,-3.23486111111
Rect,8.22177777778,-3.98534722222,8.30511111111,-4.23534722222
Rect,9.135375,-2.98486111111,9.21870833333,-3.23486111111
Rect,8.88613888889,-3.98534722222,8.96947222222,-4.23534722222
Rect,9.55048611111,-3.98534722222,9.63381944444,-4.23534722222
Rect,9.46715277778,-6.06647222222,9.55048611111,-6.31647222222
Rect,9.71715277778,-6.319375,9.80048611111,-6.569375
Rect,7.47409722222,-6.06647222222,7.55743055556,-6.31647222222
Rect,8.13844444444,-6.06647222222,8.22177777778,-6.31647222222
Rect,9.135375,-7.48486111111,9.21870833333,-7.73486111111
Rect,9.385375,-6.39861111111,9.46870833333,-6.64861111111
Rect,9.96638888889,-6.56523611111,10.0497222222,-6.81523611111
Rect,8.13844444444,-3.81647222222,8.22177777778,-4.06647222222
Rect,7.72409722222,-5.40270833333,7.80743055556,-5.65270833333
Rect,7.72409722222,-2.23604166667,7.80743055556,-2.48604166667
Rect,8.13844444444,-3.39980555556,8.22177777778,-3.64980555556
Rect,6.97641666667,-2.06941666667,7.05975,-2.31941666667
Rect,8.22177777778,-3.06868055556,8.30511111111,-3.31868055556
Rect,9.385375,-1.89861111111,9.46870833333,-2.14861111111
Rect,9.385375,-3.23194444444,9.46870833333,-3.48194444444
Rect,6.97641666667,-4.31941666667,7.05975,-4.56941666667
Rect,8.13844444444,-2.48313888889,8.22177777778,-2.73313888889
Rect,9.71715277778,-4.069375,9.80048611111,-4.319375
Rect,9.30204166667,-5.23190277778,9.385375,-5.48190277778
Rect,9.55048611111,-3.06868055556,9.63381944444,-3.31868055556
Rect,7.89,-5.56597222222,7.97333333333,-5.81597222222
Rect,7.72409722222,-1.819375,7.80743055556,-2.069375
Rect,9.55048611111,-6.23534722222,9.63381944444,-6.48534722222
Rect,8.13844444444,-5.64980555556,8.22177777778,-5.89980555556
Rect,8.22177777778,-2.65201388889,8.30511111111,-2.90201388889
Rect,6.89308333333,-3.06868055556,6.97641666667,-3.31868055556
Rect,9.88305555556,-5.56597222222,9.96638888889,-5.81597222222
Rect,8.96947222222,-5.65275,9.05280555556,-5.90275
Rect,7.22565277778,-4.64930555556,7.30898611111,-4.89930555556
Rect,7.47409722222,-2.48313888889,7.55743055556,-2.73313888889
Rect,7.89,-2.39930555556,7.97333333333,-2.64930555556
Rect,8.96947222222,-2.06941666667,9.05280555556,-2.31941666667
Rect,9.46715277778,-4.73313888889,9.55048611111,-4.98313888889
Rect,6.89308333333,-2.65201388889,6.97641666667,-2.90201388889
Rect,8.22177777778,-5.31868055556,8.30511111111,-5.56868055556
Rect,8.96947222222,-4.31941666667,9.05280555556,-4.56941666667
Rect,9.385375,-2.31527777778,9.46870833333,-2.56527777778
Rect,8.96947222222,-5.23608333333,9.05280555556,-5.48608333333
Rect,7.22565277778,-3.31597222222,7.30898611111,-3.56597222222
Rect,9.88305555556,-2.39930555556,9.96638888889,-2.64930555556
Rect,8.22177777778,-4.90201388889,8.30511111111,-5.15201388889
Rect,9.46715277778,-3.81647222222,9.55048611111,-4.06647222222
Rect,9.135375,-5.23486111111,9.21870833333,-5.48486111111
Rect,9.71715277778,-5.40270833333,9.80048611111,-5.65270833333
Rect,9.55048611111,-2.65201388889,9.63381944444,-2.90201388889
Rect,9.135375,-4.81819444444,9.21870833333,-5.06819444444
Rect,9.30204166667,-4.31523611111,9.385375,-4.56523611111
Rect,9.135375,-2.56819444444,9.21870833333,-2.81819444444
Rect,7.80666666667,-2.56819444444,7.89,-2.81819444444
Rect,9.30204166667,-2.98190277778,9.385375,-3.23190277778
Rect,7.30898611111,-3.39856944444,7.39231944444,-3.64856944444
Rect,9.55048611111,-4.90201388889,9.63381944444,-5.15201388889
Rect,7.80666666667,-4.81819444444,7.89,-5.06819444444
Rect,7.30898611111,-2.06523611111,7.39231944444,-2.31523611111
Rect,7.22565277778,-2.39930555556,7.30898611111,-2.64930555556
Rect,7.30898611111,-2.98190277778,7.39231944444,-3.23190277778
Rect,7.30898611111,-4.31523611111,7.39231944444,-4.56523611111
Rect,7.80666666667,-5.23486111111,7.89,-5.48486111111
Rect,7.89,-3.73263888889,7.97333333333,-3.98263888889
Rect,7.89,-4.64930555556,7.97333333333,-4.89930555556
Rect,7.22565277778,-3.73263888889,7.30898611111,-3.98263888889
Rect,9.30204166667,-5.64856944444,9.385375,-5.89856944444
Rect,8.05666666667,-4.14861111111,8.14,-4.39861111111
Rect,8.05666666667,-5.48194444444,8.14,-5.73194444444
Rect,7.72409722222,-4.48604166667,7.80743055556,-4.73604166667
Rect,9.71715277778,-4.48604166667,9.80048611111,-4.73604166667
Rect,9.30204166667,-2.06523611111,9.385375,-2.31523611111
Rect,8.05666666667,-4.56527777778,8.14,-4.81527777778
Rect,9.135375,-6.15152777778,9.21870833333,-6.40152777778
Rect,8.05666666667,-2.31527777778,8.14,-2.56527777778
Rect,9.30204166667,-3.39856944444,9.385375,-3.64856944444
Rect,8.05666666667,-1.89861111111,8.14,-2.14861111111
Rect,8.05666666667,-3.23194444444,8.14,-3.48194444444
Rect,9.71715277778,-2.23604166667,9.80048611111,-2.48604166667
Rect,9.71715277778,-1.819375,9.80048611111,-2.069375
Rect,7.89,-3.31597222222,7.97333333333,-3.56597222222
Rect,7.72409722222,-4.069375,7.80743055556,-4.319375
Rect,9.96638888889,-5.23190277778,10.0497222222,-5.48190277778
Rect,6.39538888889,-4.48604166667,6.47872222222,-4.73604166667
